method,split,seed,episode,success,final_error,energy,max_contact_force,contact_violation,probe_contact,used_diagnostic,disagreement,branch_entropy,probe_value,fallback_used,action_move,action_dir_x,action_dir_y,action_anchor_x,action_anchor_y,object_path,pusher_path,true_friction,vision_bias_norm,tactile_noise,action_note
cvtb_mpc_v5,combined_shift,2,16,0,0.16537,0.41030,6.41877,0,1,0,0.06847,1.23585,0.09782,0.0,0.26568,0.93606,0.35184,0.00419,-0.02130,0.03467,0.24998,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,2,17,0,0.11363,0.49679,11.61754,0,1,0,0.01561,1.18656,0.04932,0.0,0.24383,0.98010,0.19849,0.00989,0.05373,0.12115,0.22853,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,2,18,0,0.21783,0.69391,53.90666,0,1,0,0.03004,1.19314,0.05670,0.0,0.23217,0.94906,0.31510,0.02951,0.02732,0.06936,0.23032,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,2,19,0,0.13813,0.54247,10.22050,0,1,0,0.01133,1.18656,0.04718,0.0,0.32313,0.95963,0.28128,0.00891,-0.07080,0.14235,0.30470,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,2,20,1,0.03661,0.55274,8.74842,0,1,0,0.05389,1.21552,0.08215,0.0,0.24844,0.95834,-0.28564,0.00007,0.04079,0.16639,0.22875,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,2,21,1,0.02584,0.48857,8.46667,0,1,0,0.10735,1.25042,0.13746,0.0,0.22193,0.99938,-0.03521,0.02351,0.02714,0.19624,0.20377,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,2,22,0,0.11385,0.42583,5.31133,0,1,0,0.02499,1.19051,0.05411,0.0,0.17751,0.99661,-0.08232,0.03808,0.02250,0.06550,0.16605,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,2,23,1,0.03812,0.54182,9.75361,0,1,0,0.03238,1.19429,0.05919,0.0,0.27168,0.98676,-0.16218,0.03223,0.01794,0.16242,0.25037,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,3,0,1,0.02236,0.47766,8.26817,0,1,0,0.10260,1.25220,0.13282,0.0,0.21869,0.91146,-0.41140,0.00118,-0.02879,0.19446,0.20045,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,3,1,1,0.06748,0.50621,8.63398,0,1,0,0.03669,1.19628,0.06372,0.0,0.23559,0.98910,-0.14726,0.04425,-0.00684,0.14065,0.21955,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,3,2,1,0.03309,0.54046,8.47530,0,1,0,0.07155,1.23920,0.10108,0.0,0.26501,0.99412,-0.10831,-0.01626,-0.05913,0.13797,0.24384,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,3,3,0,0.12010,0.50601,7.56487,0,1,0,0.04111,1.19814,0.06836,0.0,0.26480,0.96659,-0.25635,0.01661,0.10354,0.10694,0.24843,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,3,4,0,0.09907,0.51567,14.11190,0,1,0,0.05234,1.21404,0.08048,0.0,0.31614,0.94676,0.32193,-0.05299,-0.10994,0.21788,0.29674,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,3,5,1,0.02588,0.55624,6.62798,0,1,0,0.05130,1.21116,0.07932,0.0,0.27801,0.98913,-0.14706,-0.00307,0.03663,0.20964,0.25619,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,3,6,0,0.15847,0.50488,12.06599,0,1,0,0.03838,1.19701,0.06550,0.0,0.24583,0.98976,0.14276,0.06758,0.10363,0.08743,0.23169,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,3,7,1,0.02453,0.54755,8.34456,0,1,0,0.02198,1.18885,0.05256,0.0,0.29743,0.95416,0.29930,-0.00474,-0.02151,0.20768,0.27450,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,3,8,0,0.10419,0.48620,10.07329,0,1,0,0.04491,1.19957,0.07231,0.0,0.21912,0.97842,0.20665,0.02762,-0.01847,0.08476,0.20484,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,3,9,0,0.10630,0.53944,9.50462,0,1,0,0.05472,1.21688,0.08305,0.0,0.25328,0.93572,-0.35274,0.03200,-0.02905,0.15037,0.23898,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,3,10,0,0.08739,0.55995,10.66995,0,1,0,0.02381,1.18987,0.05350,0.0,0.34000,0.90856,-0.41775,-0.00277,0.09324,0.20826,0.32047,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,3,11,0,0.13105,0.48098,7.29947,0,1,0,0.02813,1.19217,0.05572,0.0,0.24613,0.99765,-0.06855,-0.01438,-0.12473,0.10611,0.22998,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,3,12,0,0.13227,0.38552,4.71391,0,1,0,0.08439,1.24935,0.11447,0.0,0.21406,0.98123,-0.19285,0.01064,0.05884,0.01034,0.20133,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,3,13,1,0.03781,0.53374,6.49916,0,1,0,0.09793,1.25288,0.12820,0.0,0.25989,0.99806,0.06229,-0.02050,0.00164,0.22622,0.23944,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,3,14,1,0.03962,0.44118,8.00530,0,1,0,0.07995,1.24656,0.10989,0.0,0.20610,0.96133,0.27538,-0.02122,0.00706,0.15807,0.18868,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,3,15,1,0.02933,0.53830,10.16010,0,1,0,0.04564,1.20083,0.07311,0.0,0.22155,0.98682,0.16183,0.01059,-0.02242,0.15366,0.20373,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,3,16,1,0.07381,0.53615,12.07599,0,1,0,0.07534,1.24284,0.10507,0.0,0.28291,0.99731,0.07326,-0.01234,-0.07492,0.22954,0.26562,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,3,17,1,0.03343,0.47040,6.51276,0,1,0,0.02965,1.19294,0.05649,0.0,0.23058,0.99804,-0.06257,-0.03498,0.09534,0.13807,0.21144,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,3,18,1,0.02869,0.47862,8.19436,0,1,0,0.05789,1.22182,0.08648,0.0,0.22729,0.99755,-0.06999,-0.01797,-0.01273,0.16850,0.20758,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,3,19,1,0.02800,0.58260,13.93174,0,1,0,0.06444,1.23097,0.09353,0.0,0.15762,0.95732,0.28904,0.05233,0.03066,0.15471,0.14847,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,3,20,1,0.03285,0.56463,7.30357,0,1,0,0.08174,1.24778,0.11175,0.0,0.29446,0.99999,-0.00491,-0.00113,0.09600,0.20911,0.27193,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,3,21,0,0.11868,0.48414,8.48458,0,1,0,0.04348,1.19905,0.07083,0.0,0.24966,0.92988,-0.36786,-0.00662,0.03677,0.12662,0.23497,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,3,22,0,0.19192,0.46143,7.45893,0,1,0,0.04154,1.19831,0.06880,0.0,0.26366,0.97508,0.22183,0.05160,-0.01034,0.06262,0.24844,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,3,23,1,0.02332,0.55321,8.67429,0,1,0,0.00882,1.18656,0.04593,0.0,0.25740,0.95713,0.28965,0.03863,-0.05203,0.16075,0.23660,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_mpc_v5,combined_shift,4,0,0,0.13794,0.45610,5.53324,0,1,0,0.01679,1.18656,0.04991,0.0,0.26511,0.82031,-0.57192,0.00113,0.03732,0.06874,0.25048,1.3500,0.04500,0.03000,vision_health+tactile_health+sticky_physical+tactile_fault
