method,split,seed,mean_success,ci95_success,mean_final_error,ci95_final_error,mean_energy,ci95_energy,mean_contact_violation,mean_disagreement,mean_branch_entropy,diagnostic_rate,mean_probe_value,fallback_rate,episodes,seeds
ensemble_uncertainty_mpc,combined_shift,7,0.5417,0.2036,0.0696,0.0165,0.5043,0.0215,0.0000,0.0444,1.0768,0.0000,0.0595,0.0000,24,1
ensemble_uncertainty_mpc,contact_dropout,0,0.7500,0.1770,0.0525,0.0173,0.4572,0.0166,0.0000,0.0362,1.0768,0.0000,0.0530,0.0000,24,1
ensemble_uncertainty_mpc,contact_dropout,1,0.8750,0.1352,0.0423,0.0113,0.4487,0.0202,0.0000,0.0332,1.0768,0.0000,0.0516,0.0000,24,1
ensemble_uncertainty_mpc,contact_dropout,2,0.8333,0.1523,0.0377,0.0132,0.4562,0.0183,0.0000,0.0335,1.0768,0.0000,0.0515,0.0000,24,1
ensemble_uncertainty_mpc,contact_dropout,3,0.9167,0.1130,0.0333,0.0092,0.4572,0.0167,0.0000,0.0317,1.0768,0.0000,0.0510,0.0000,24,1
ensemble_uncertainty_mpc,contact_dropout,4,0.9167,0.1130,0.0369,0.0125,0.4512,0.0175,0.0000,0.0380,1.0768,0.0000,0.0544,0.0000,24,1
ensemble_uncertainty_mpc,contact_dropout,5,0.7917,0.1660,0.0404,0.0125,0.4701,0.0154,0.0000,0.0355,1.0768,0.0000,0.0519,0.0000,24,1
ensemble_uncertainty_mpc,contact_dropout,6,0.8750,0.1352,0.0361,0.0161,0.4726,0.0161,0.0000,0.0329,1.0768,0.0000,0.0517,0.0000,24,1
ensemble_uncertainty_mpc,contact_dropout,7,0.8333,0.1523,0.0475,0.0210,0.4473,0.0178,0.0000,0.0445,1.0768,0.0000,0.0589,0.0000,24,1
ensemble_uncertainty_mpc,delayed_touch_sticky,0,0.5000,0.2043,0.1057,0.0251,0.7434,0.0812,0.0000,0.0175,1.0768,0.0000,0.0423,0.0000,24,1
ensemble_uncertainty_mpc,delayed_touch_sticky,1,0.5000,0.2043,0.1067,0.0279,0.7431,0.0521,0.0000,0.0189,1.0768,0.0000,0.0437,0.0000,24,1
ensemble_uncertainty_mpc,delayed_touch_sticky,2,0.6250,0.1979,0.0774,0.0212,0.7730,0.0422,0.0000,0.0150,1.0768,0.0000,0.0417,0.0000,24,1
ensemble_uncertainty_mpc,delayed_touch_sticky,3,0.7500,0.1770,0.0784,0.0214,0.7808,0.0504,0.0000,0.0156,1.0768,0.0000,0.0420,0.0000,24,1
ensemble_uncertainty_mpc,delayed_touch_sticky,4,0.7083,0.1858,0.0729,0.0176,0.7597,0.0551,0.0000,0.0155,1.0768,0.0000,0.0419,0.0000,24,1
ensemble_uncertainty_mpc,delayed_touch_sticky,5,0.4583,0.2036,0.1027,0.0263,0.7093,0.0527,0.0000,0.0192,1.0768,0.0000,0.0437,0.0000,24,1
ensemble_uncertainty_mpc,delayed_touch_sticky,6,0.6250,0.1979,0.0976,0.0314,0.7346,0.0681,0.0000,0.0166,1.0768,0.0000,0.0421,0.0000,24,1
ensemble_uncertainty_mpc,delayed_touch_sticky,7,0.9167,0.1130,0.0632,0.0164,0.7823,0.0456,0.0000,0.0159,1.0768,0.0000,0.0420,0.0000,24,1
ensemble_uncertainty_mpc,high_friction,0,1.0000,0.0000,0.0186,0.0010,0.4965,0.0151,0.0000,0.0131,1.0768,0.0000,0.0411,0.0000,24,1
ensemble_uncertainty_mpc,high_friction,1,1.0000,0.0000,0.0196,0.0016,0.4891,0.0157,0.0000,0.0132,1.0768,0.0000,0.0412,0.0000,24,1
ensemble_uncertainty_mpc,high_friction,2,1.0000,0.0000,0.0193,0.0015,0.4983,0.0166,0.0000,0.0125,1.0768,0.0000,0.0410,0.0000,24,1
ensemble_uncertainty_mpc,high_friction,3,1.0000,0.0000,0.0198,0.0014,0.4921,0.0162,0.0000,0.0104,1.0768,0.0000,0.0404,0.0000,24,1
ensemble_uncertainty_mpc,high_friction,4,1.0000,0.0000,0.0198,0.0017,0.4938,0.0142,0.0000,0.0118,1.0768,0.0000,0.0408,0.0000,24,1
ensemble_uncertainty_mpc,high_friction,5,1.0000,0.0000,0.0193,0.0012,0.4790,0.0158,0.0000,0.0154,1.0768,0.0000,0.0420,0.0000,24,1
ensemble_uncertainty_mpc,high_friction,6,1.0000,0.0000,0.0201,0.0010,0.4913,0.0155,0.0000,0.0152,1.0768,0.0000,0.0417,0.0000,24,1
ensemble_uncertainty_mpc,high_friction,7,1.0000,0.0000,0.0191,0.0016,0.4862,0.0169,0.0000,0.0133,1.0768,0.0000,0.0412,0.0000,24,1
ensemble_uncertainty_mpc,low_friction,0,1.0000,0.0000,0.0134,0.0026,0.3655,0.0146,0.0000,0.0148,1.0768,0.0000,0.0416,0.0000,24,1
ensemble_uncertainty_mpc,low_friction,1,1.0000,0.0000,0.0115,0.0024,0.3619,0.0129,0.0000,0.0113,1.0768,0.0000,0.0407,0.0000,24,1
ensemble_uncertainty_mpc,low_friction,2,1.0000,0.0000,0.0117,0.0022,0.3612,0.0156,0.0000,0.0130,1.0768,0.0000,0.0411,0.0000,24,1
ensemble_uncertainty_mpc,low_friction,3,1.0000,0.0000,0.0129,0.0024,0.3610,0.0141,0.0000,0.0148,1.0768,0.0000,0.0417,0.0000,24,1
ensemble_uncertainty_mpc,low_friction,4,1.0000,0.0000,0.0109,0.0016,0.3768,0.0120,0.0000,0.0114,1.0768,0.0000,0.0407,0.0000,24,1
ensemble_uncertainty_mpc,low_friction,5,1.0000,0.0000,0.0132,0.0026,0.3688,0.0132,0.0000,0.0141,1.0768,0.0000,0.0416,0.0000,24,1
ensemble_uncertainty_mpc,low_friction,6,1.0000,0.0000,0.0118,0.0021,0.3555,0.0164,0.0000,0.0111,1.0768,0.0000,0.0406,0.0000,24,1
ensemble_uncertainty_mpc,low_friction,7,1.0000,0.0000,0.0125,0.0020,0.3799,0.0126,0.0000,0.0122,1.0768,0.0000,0.0409,0.0000,24,1
ensemble_uncertainty_mpc,nominal,0,1.0000,0.0000,0.0133,0.0023,0.3986,0.0155,0.0000,0.0128,1.0768,0.0000,0.0411,0.0000,24,1
ensemble_uncertainty_mpc,nominal,1,1.0000,0.0000,0.0106,0.0021,0.4042,0.0123,0.0000,0.0100,1.0768,0.0000,0.0403,0.0000,24,1
ensemble_uncertainty_mpc,nominal,2,1.0000,0.0000,0.0117,0.0024,0.3999,0.0139,0.0000,0.0100,1.0768,0.0000,0.0403,0.0000,24,1
ensemble_uncertainty_mpc,nominal,3,1.0000,0.0000,0.0102,0.0019,0.4142,0.0136,0.0000,0.0091,1.0768,0.0000,0.0401,0.0000,24,1
ensemble_uncertainty_mpc,nominal,4,1.0000,0.0000,0.0105,0.0015,0.4019,0.0124,0.0000,0.0113,1.0768,0.0000,0.0407,0.0000,24,1
ensemble_uncertainty_mpc,nominal,5,1.0000,0.0000,0.0117,0.0018,0.4021,0.0141,0.0000,0.0103,1.0768,0.0000,0.0404,0.0000,24,1
ensemble_uncertainty_mpc,nominal,6,1.0000,0.0000,0.0099,0.0026,0.4097,0.0116,0.0000,0.0112,1.0768,0.0000,0.0406,0.0000,24,1
ensemble_uncertainty_mpc,nominal,7,1.0000,0.0000,0.0128,0.0019,0.4162,0.0142,0.0000,0.0103,1.0768,0.0000,0.0405,0.0000,24,1
ensemble_uncertainty_mpc,sensor_conflict,0,0.4583,0.2036,0.1337,0.0474,0.4140,0.0370,0.0000,0.0967,1.0768,0.0000,0.1007,0.0000,24,1
ensemble_uncertainty_mpc,sensor_conflict,1,0.4167,0.2015,0.1445,0.0431,0.4419,0.0284,0.0000,0.0908,1.0768,0.0000,0.0957,0.0000,24,1
ensemble_uncertainty_mpc,sensor_conflict,2,0.3750,0.1979,0.1290,0.0352,0.4137,0.0281,0.0000,0.0987,1.0768,0.0000,0.1024,0.0000,24,1
ensemble_uncertainty_mpc,sensor_conflict,3,0.2500,0.1770,0.1572,0.0375,0.4229,0.0221,0.0000,0.0852,1.0768,0.0000,0.0907,0.0000,24,1
ensemble_uncertainty_mpc,sensor_conflict,4,0.3333,0.1927,0.1532,0.0440,0.4103,0.0335,0.0000,0.0742,1.0768,0.0000,0.0817,0.0000,24,1
ensemble_uncertainty_mpc,sensor_conflict,5,0.3333,0.1927,0.1669,0.0495,0.4110,0.0295,0.0000,0.0684,1.0768,0.0000,0.0779,0.0000,24,1
ensemble_uncertainty_mpc,sensor_conflict,6,0.1250,0.1352,0.1955,0.0328,0.4286,0.0239,0.0000,0.0666,1.0768,0.0000,0.0762,0.0000,24,1
ensemble_uncertainty_mpc,sensor_conflict,7,0.2500,0.1770,0.1584,0.0387,0.4297,0.0264,0.0000,0.0626,1.0768,0.0000,0.0738,0.0000,24,1
ensemble_uncertainty_mpc,sticky_contact,0,1.0000,0.0000,0.0342,0.0016,0.6812,0.0170,0.0000,0.0151,1.0768,0.0000,0.0418,0.0000,24,1
ensemble_uncertainty_mpc,sticky_contact,1,1.0000,0.0000,0.0348,0.0019,0.6875,0.0194,0.0000,0.0162,1.0768,0.0000,0.0421,0.0000,24,1
ensemble_uncertainty_mpc,sticky_contact,2,1.0000,0.0000,0.0363,0.0019,0.6848,0.0169,0.0000,0.0145,1.0768,0.0000,0.0417,0.0000,24,1
ensemble_uncertainty_mpc,sticky_contact,3,1.0000,0.0000,0.0333,0.0020,0.6648,0.0195,0.0000,0.0168,1.0768,0.0000,0.0422,0.0000,24,1
ensemble_uncertainty_mpc,sticky_contact,4,1.0000,0.0000,0.0355,0.0022,0.6765,0.0158,0.0000,0.0145,1.0768,0.0000,0.0418,0.0000,24,1
ensemble_uncertainty_mpc,sticky_contact,5,1.0000,0.0000,0.0355,0.0013,0.6746,0.0159,0.0000,0.0167,1.0768,0.0000,0.0422,0.0000,24,1
ensemble_uncertainty_mpc,sticky_contact,6,1.0000,0.0000,0.0347,0.0023,0.6600,0.0194,0.0000,0.0185,1.0768,0.0000,0.0430,0.0000,24,1
ensemble_uncertainty_mpc,sticky_contact,7,1.0000,0.0000,0.0342,0.0022,0.6772,0.0206,0.0000,0.0147,1.0768,0.0000,0.0417,0.0000,24,1
ensemble_uncertainty_mpc,tactile_noise,0,0.9167,0.1130,0.0262,0.0113,0.4229,0.0187,0.0000,0.0615,1.0768,0.0000,0.0720,0.0000,24,1
ensemble_uncertainty_mpc,tactile_noise,1,0.9583,0.0817,0.0197,0.0075,0.4110,0.0180,0.0000,0.0479,1.0768,0.0000,0.0619,0.0000,24,1
ensemble_uncertainty_mpc,tactile_noise,2,0.9583,0.0817,0.0193,0.0082,0.4167,0.0173,0.0000,0.0502,1.0768,0.0000,0.0637,0.0000,24,1
ensemble_uncertainty_mpc,tactile_noise,3,1.0000,0.0000,0.0176,0.0048,0.4222,0.0186,0.0000,0.0465,1.0768,0.0000,0.0604,0.0000,24,1
ensemble_uncertainty_mpc,tactile_noise,4,1.0000,0.0000,0.0184,0.0068,0.4338,0.0179,0.0000,0.0533,1.0768,0.0000,0.0647,0.0000,24,1
ensemble_uncertainty_mpc,tactile_noise,5,1.0000,0.0000,0.0167,0.0034,0.4282,0.0175,0.0000,0.0395,1.0768,0.0000,0.0563,0.0000,24,1
ensemble_uncertainty_mpc,tactile_noise,6,0.9167,0.1130,0.0260,0.0133,0.4307,0.0198,0.0000,0.0591,1.0768,0.0000,0.0703,0.0000,24,1
ensemble_uncertainty_mpc,tactile_noise,7,0.9583,0.0817,0.0222,0.0070,0.4268,0.0198,0.0000,0.0619,1.0768,0.0000,0.0715,0.0000,24,1
ensemble_uncertainty_mpc,vision_bias,0,0.4583,0.2036,0.0834,0.0248,0.3887,0.0215,0.0000,0.0271,1.0768,0.0000,0.0483,0.0000,24,1
ensemble_uncertainty_mpc,vision_bias,1,0.4167,0.2015,0.0921,0.0319,0.3932,0.0254,0.0000,0.0329,1.0768,0.0000,0.0529,0.0000,24,1
ensemble_uncertainty_mpc,vision_bias,2,0.6667,0.1927,0.0672,0.0341,0.3849,0.0228,0.0000,0.0358,1.0768,0.0000,0.0540,0.0000,24,1
ensemble_uncertainty_mpc,vision_bias,3,0.2917,0.1858,0.1059,0.0301,0.3864,0.0237,0.0000,0.0197,1.0768,0.0000,0.0450,0.0000,24,1
ensemble_uncertainty_mpc,vision_bias,4,0.5417,0.2036,0.0762,0.0253,0.4036,0.0207,0.0000,0.0319,1.0768,0.0000,0.0516,0.0000,24,1
ensemble_uncertainty_mpc,vision_bias,5,0.5417,0.2036,0.0733,0.0251,0.3971,0.0162,0.0000,0.0340,1.0768,0.0000,0.0533,0.0000,24,1
ensemble_uncertainty_mpc,vision_bias,6,0.3333,0.1927,0.1179,0.0380,0.3931,0.0237,0.0000,0.0201,1.0768,0.0000,0.0450,0.0000,24,1
ensemble_uncertainty_mpc,vision_bias,7,0.5417,0.2036,0.0851,0.0303,0.3987,0.0338,0.0000,0.0297,1.0768,0.0000,0.0509,0.0000,24,1
mean_fusion_mpc,combined_shift,0,0.5833,0.2015,0.0733,0.0149,0.5123,0.0225,0.0000,0.0409,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,combined_shift,1,0.5417,0.2036,0.0666,0.0177,0.5295,0.0297,0.0000,0.0414,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,combined_shift,2,0.5417,0.2036,0.0775,0.0179,0.5074,0.0286,0.0000,0.0390,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,combined_shift,3,0.5833,0.2015,0.0705,0.0193,0.5165,0.0192,0.0000,0.0533,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,combined_shift,4,0.4583,0.2036,0.1004,0.0337,0.4840,0.0251,0.0000,0.0439,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,combined_shift,5,0.6667,0.1927,0.0738,0.0226,0.5212,0.0289,0.0000,0.0397,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,combined_shift,6,0.6667,0.1927,0.0724,0.0245,0.5091,0.0295,0.0000,0.0392,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,combined_shift,7,0.5417,0.2036,0.0667,0.0147,0.5085,0.0207,0.0000,0.0444,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,contact_dropout,0,0.8333,0.1523,0.0412,0.0118,0.4572,0.0155,0.0000,0.0362,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,contact_dropout,1,0.8333,0.1523,0.0401,0.0118,0.4512,0.0186,0.0000,0.0332,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,contact_dropout,2,0.9583,0.0817,0.0346,0.0110,0.4543,0.0178,0.0000,0.0335,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,contact_dropout,3,1.0000,0.0000,0.0270,0.0059,0.4622,0.0158,0.0000,0.0317,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,contact_dropout,4,0.9583,0.0817,0.0335,0.0091,0.4542,0.0174,0.0000,0.0380,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,contact_dropout,5,0.8750,0.1352,0.0358,0.0104,0.4720,0.0185,0.0000,0.0355,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,contact_dropout,6,0.9583,0.0817,0.0288,0.0121,0.4706,0.0174,0.0000,0.0329,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,contact_dropout,7,0.8750,0.1352,0.0405,0.0202,0.4480,0.0168,0.0000,0.0445,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,delayed_touch_sticky,0,0.5000,0.2043,0.0959,0.0200,0.7379,0.0680,0.0000,0.0175,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,delayed_touch_sticky,1,0.5417,0.2036,0.0965,0.0253,0.7580,0.0533,0.0000,0.0189,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,delayed_touch_sticky,2,0.6667,0.1927,0.0725,0.0163,0.7902,0.0492,0.0000,0.0150,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,delayed_touch_sticky,3,0.7917,0.1660,0.0690,0.0150,0.7741,0.0435,0.0000,0.0156,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,delayed_touch_sticky,4,0.6250,0.1979,0.0750,0.0176,0.7621,0.0544,0.0000,0.0155,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,delayed_touch_sticky,5,0.4583,0.2036,0.0986,0.0228,0.7184,0.0527,0.0000,0.0192,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,delayed_touch_sticky,6,0.5833,0.2015,0.0911,0.0255,0.7537,0.0609,0.0000,0.0166,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,delayed_touch_sticky,7,0.9167,0.1130,0.0613,0.0137,0.7903,0.0425,0.0000,0.0159,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,high_friction,0,1.0000,0.0000,0.0192,0.0009,0.4972,0.0149,0.0000,0.0131,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,high_friction,1,1.0000,0.0000,0.0200,0.0015,0.4869,0.0170,0.0000,0.0132,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,high_friction,2,1.0000,0.0000,0.0197,0.0015,0.4961,0.0150,0.0000,0.0125,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,high_friction,3,1.0000,0.0000,0.0199,0.0013,0.4920,0.0167,0.0000,0.0104,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,high_friction,4,1.0000,0.0000,0.0203,0.0016,0.4911,0.0151,0.0000,0.0118,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,high_friction,5,1.0000,0.0000,0.0197,0.0011,0.4820,0.0176,0.0000,0.0154,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,high_friction,6,1.0000,0.0000,0.0208,0.0011,0.4926,0.0159,0.0000,0.0152,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,high_friction,7,1.0000,0.0000,0.0196,0.0016,0.4837,0.0183,0.0000,0.0133,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,low_friction,0,1.0000,0.0000,0.0128,0.0027,0.3662,0.0142,0.0000,0.0148,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,low_friction,1,1.0000,0.0000,0.0116,0.0025,0.3630,0.0133,0.0000,0.0113,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,low_friction,2,1.0000,0.0000,0.0108,0.0023,0.3617,0.0156,0.0000,0.0130,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,low_friction,3,1.0000,0.0000,0.0125,0.0024,0.3618,0.0145,0.0000,0.0148,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,low_friction,4,1.0000,0.0000,0.0106,0.0014,0.3780,0.0123,0.0000,0.0114,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,low_friction,5,1.0000,0.0000,0.0129,0.0029,0.3701,0.0134,0.0000,0.0141,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,low_friction,6,1.0000,0.0000,0.0114,0.0023,0.3557,0.0165,0.0000,0.0111,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,low_friction,7,1.0000,0.0000,0.0121,0.0022,0.3806,0.0126,0.0000,0.0122,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,nominal,0,1.0000,0.0000,0.0131,0.0025,0.4018,0.0159,0.0000,0.0128,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,nominal,1,1.0000,0.0000,0.0111,0.0024,0.4032,0.0128,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,nominal,2,1.0000,0.0000,0.0123,0.0026,0.4005,0.0143,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,nominal,3,1.0000,0.0000,0.0103,0.0022,0.4157,0.0124,0.0000,0.0091,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,nominal,4,1.0000,0.0000,0.0109,0.0015,0.4012,0.0133,0.0000,0.0113,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,nominal,5,1.0000,0.0000,0.0129,0.0017,0.4030,0.0147,0.0000,0.0103,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,nominal,6,1.0000,0.0000,0.0116,0.0023,0.4043,0.0119,0.0000,0.0112,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,nominal,7,1.0000,0.0000,0.0122,0.0019,0.4138,0.0143,0.0000,0.0103,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,sensor_conflict,0,0.3750,0.1979,0.1365,0.0441,0.4233,0.0320,0.0000,0.0967,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,sensor_conflict,1,0.5417,0.2036,0.1256,0.0450,0.4624,0.0253,0.0000,0.0908,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,sensor_conflict,2,0.4583,0.2036,0.1091,0.0346,0.4203,0.0262,0.0000,0.0987,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,sensor_conflict,3,0.3750,0.1979,0.1287,0.0333,0.4305,0.0203,0.0000,0.0852,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,sensor_conflict,4,0.4167,0.2015,0.1432,0.0445,0.4191,0.0306,0.0000,0.0742,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,sensor_conflict,5,0.3333,0.1927,0.1625,0.0491,0.4181,0.0278,0.0000,0.0684,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,sensor_conflict,6,0.2083,0.1660,0.1852,0.0351,0.4374,0.0189,0.0000,0.0666,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,sensor_conflict,7,0.2917,0.1858,0.1532,0.0376,0.4331,0.0275,0.0000,0.0626,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,sticky_contact,0,1.0000,0.0000,0.0346,0.0016,0.6810,0.0187,0.0000,0.0151,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,sticky_contact,1,1.0000,0.0000,0.0351,0.0020,0.6812,0.0182,0.0000,0.0162,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,sticky_contact,2,1.0000,0.0000,0.0368,0.0018,0.6790,0.0170,0.0000,0.0145,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,sticky_contact,3,1.0000,0.0000,0.0342,0.0020,0.6708,0.0184,0.0000,0.0168,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,sticky_contact,4,1.0000,0.0000,0.0362,0.0023,0.6752,0.0149,0.0000,0.0145,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,sticky_contact,5,1.0000,0.0000,0.0361,0.0012,0.6700,0.0182,0.0000,0.0167,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,sticky_contact,6,1.0000,0.0000,0.0353,0.0022,0.6573,0.0197,0.0000,0.0185,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,sticky_contact,7,1.0000,0.0000,0.0351,0.0020,0.6800,0.0203,0.0000,0.0147,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,tactile_noise,0,1.0000,0.0000,0.0149,0.0045,0.4224,0.0156,0.0000,0.0615,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,tactile_noise,1,1.0000,0.0000,0.0143,0.0042,0.4109,0.0161,0.0000,0.0479,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,tactile_noise,2,1.0000,0.0000,0.0145,0.0040,0.4138,0.0152,0.0000,0.0502,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,tactile_noise,3,1.0000,0.0000,0.0133,0.0031,0.4244,0.0172,0.0000,0.0465,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,tactile_noise,4,1.0000,0.0000,0.0131,0.0026,0.4328,0.0170,0.0000,0.0533,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,tactile_noise,5,1.0000,0.0000,0.0126,0.0024,0.4272,0.0160,0.0000,0.0395,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,tactile_noise,6,0.9583,0.0817,0.0183,0.0081,0.4318,0.0163,0.0000,0.0591,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,tactile_noise,7,1.0000,0.0000,0.0145,0.0036,0.4306,0.0162,0.0000,0.0619,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,vision_bias,0,0.4583,0.2036,0.0833,0.0248,0.3902,0.0217,0.0000,0.0271,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,vision_bias,1,0.4167,0.2015,0.0933,0.0325,0.3986,0.0268,0.0000,0.0329,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,vision_bias,2,0.6667,0.1927,0.0677,0.0342,0.3932,0.0235,0.0000,0.0358,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,vision_bias,3,0.2917,0.1858,0.1069,0.0298,0.3887,0.0246,0.0000,0.0197,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,vision_bias,4,0.5417,0.2036,0.0755,0.0258,0.4049,0.0195,0.0000,0.0319,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,vision_bias,5,0.5417,0.2036,0.0723,0.0245,0.3970,0.0157,0.0000,0.0340,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,vision_bias,6,0.3333,0.1927,0.1169,0.0381,0.3933,0.0224,0.0000,0.0201,0.0000,0.0000,0.0000,0.0000,24,1
mean_fusion_mpc,vision_bias,7,0.5417,0.2036,0.0852,0.0302,0.3981,0.0309,0.0000,0.0297,0.0000,0.0000,0.0000,0.0000,24,1
old_vt_disagreement_branch_mpc,combined_shift,0,0.3333,0.1927,0.0957,0.0212,0.5365,0.0329,0.0000,0.0449,0.7830,0.3333,0.0542,0.0000,24,1
old_vt_disagreement_branch_mpc,combined_shift,1,0.5000,0.2043,0.0725,0.0191,0.5786,0.0420,0.0000,0.0429,0.7918,0.5417,0.0539,0.0000,24,1
old_vt_disagreement_branch_mpc,combined_shift,2,0.4167,0.2015,0.0858,0.0215,0.5439,0.0415,0.0000,0.0420,0.7935,0.4583,0.0533,0.0000,24,1
old_vt_disagreement_branch_mpc,combined_shift,3,0.5417,0.2036,0.0742,0.0194,0.5805,0.0247,0.0000,0.0595,0.7349,0.7083,0.0628,0.0000,24,1
old_vt_disagreement_branch_mpc,combined_shift,4,0.5417,0.2036,0.0968,0.0324,0.5385,0.0321,0.0000,0.0500,0.7637,0.5833,0.0572,0.0000,24,1
old_vt_disagreement_branch_mpc,combined_shift,5,0.6250,0.1979,0.0756,0.0227,0.5451,0.0278,0.0000,0.0425,0.7854,0.4167,0.0532,0.0000,24,1
old_vt_disagreement_branch_mpc,combined_shift,6,0.4583,0.2036,0.0864,0.0249,0.5456,0.0388,0.0000,0.0431,0.7829,0.4583,0.0530,0.0000,24,1
old_vt_disagreement_branch_mpc,combined_shift,7,0.5417,0.2036,0.0746,0.0207,0.5453,0.0282,0.0000,0.0537,0.7601,0.5417,0.0601,0.0000,24,1
old_vt_disagreement_branch_mpc,contact_dropout,0,0.7083,0.1858,0.0533,0.0179,0.4842,0.0237,0.0000,0.0387,0.7717,0.3333,0.0498,0.0000,24,1
