method,split,seed,episode,success,final_error,energy,max_contact_force,contact_violation,probe_contact,used_diagnostic,disagreement,branch_entropy,probe_value,fallback_used,action_move,action_dir_x,action_dir_y,action_anchor_x,action_anchor_y,object_path,pusher_path,true_friction,vision_bias_norm,tactile_noise,action_note
cvtb_no_probe,low_friction,1,6,1,0.00724,0.35907,2.47193,0,1,0,0.00898,1.16557,0.04527,0.0,0.23568,0.99508,-0.09903,-0.00472,-0.04024,0.16325,0.24499,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,1,7,1,0.00548,0.36064,3.28040,0,1,0,0.00572,1.16557,0.04365,0.0,0.23971,0.99959,0.02864,0.01382,0.07434,0.16616,0.24891,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,1,8,1,0.00753,0.33322,1.96129,0,1,0,0.01994,1.16656,0.05077,0.0,0.21046,0.94730,-0.32033,-0.02732,0.07233,0.14105,0.21838,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,1,9,1,0.01230,0.42769,4.22095,0,1,0,0.01324,1.16557,0.04740,0.0,0.29930,0.97642,0.21586,-0.03271,-0.01582,0.23089,0.31028,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,1,10,1,0.00837,0.33601,2.35425,0,1,0,0.01084,1.16557,0.04620,0.0,0.21383,0.97591,0.21815,0.00613,0.04419,0.13350,0.22201,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,1,11,1,0.02276,0.39905,3.11890,0,1,0,0.01118,1.16557,0.04637,0.0,0.27524,0.97084,-0.23973,-0.00444,0.00094,0.20386,0.28570,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,1,12,1,0.01358,0.38194,2.85233,0,1,0,0.00764,1.16557,0.04460,0.0,0.25985,0.96573,-0.25954,-0.01882,-0.05508,0.18675,0.26997,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,1,13,1,0.00341,0.33172,3.25074,0,1,0,0.01234,1.16557,0.04695,0.0,0.20664,0.99896,-0.04559,-0.01672,0.06089,0.13517,0.21466,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,1,14,1,0.00729,0.36685,2.89498,0,1,0,0.01221,1.16557,0.04688,0.0,0.24471,1.00000,-0.00181,0.03022,0.04173,0.17719,0.25418,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,1,15,1,0.01991,0.40978,3.60541,0,1,0,0.02122,1.16720,0.05142,0.0,0.28327,0.89359,-0.44888,0.02200,0.04728,0.21828,0.29409,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,1,16,1,0.00557,0.32951,2.21314,0,1,0,0.00354,1.16557,0.04256,0.0,0.21261,0.99931,0.03719,0.03238,-0.02085,0.14027,0.22088,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,1,17,1,0.00719,0.35180,2.44149,0,1,0,0.01304,1.16557,0.04729,0.0,0.22920,0.99518,0.09810,-0.01735,-0.02450,0.16010,0.23807,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,1,18,1,0.00879,0.32787,2.63006,0,1,0,0.01184,1.16557,0.04670,0.0,0.20542,0.97166,0.23638,0.01347,-0.05694,0.13510,0.21334,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,1,19,1,0.02547,0.36060,2.12559,0,1,0,0.00058,1.16557,0.04108,0.0,0.23827,0.87396,0.48601,-0.01234,-0.02348,0.16064,0.24781,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,1,20,1,0.00751,0.33278,2.06540,0,1,0,0.01331,1.16557,0.04743,0.0,0.21084,0.92895,-0.37020,0.01845,-0.03006,0.13528,0.21904,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,1,21,1,0.01530,0.35665,2.43135,0,1,0,0.01642,1.16557,0.04898,0.0,0.23326,0.93235,-0.36155,0.02114,0.02880,0.16514,0.24218,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,1,22,1,0.01985,0.40704,3.27924,0,1,0,0.01791,1.16557,0.04972,0.0,0.28128,0.95795,0.28692,0.03830,0.03345,0.21607,0.29241,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,1,23,1,0.01141,0.39342,2.77419,0,1,0,0.01199,1.16557,0.04677,0.0,0.27129,0.99605,0.08885,-0.01152,-0.03182,0.20663,0.28186,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,2,0,1,0.00525,0.34515,3.36265,0,1,0,0.01444,1.16557,0.04799,0.0,0.22489,0.96630,0.25743,0.00872,-0.08049,0.14451,0.23166,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,2,1,1,0.01568,0.33339,2.04765,0,1,0,0.00988,1.16557,0.04572,0.0,0.21460,0.99669,0.08134,0.01144,-0.00010,0.14193,0.22292,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,2,2,1,0.00555,0.35311,2.57773,0,1,0,0.01183,1.16557,0.04669,0.0,0.22983,0.99220,-0.12463,0.01688,0.01911,0.15624,0.23882,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,2,3,1,0.01229,0.34430,2.14653,0,1,0,0.00429,1.16557,0.04293,0.0,0.22339,0.98360,-0.18034,-0.00207,0.03779,0.15053,0.23219,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,2,4,1,0.01730,0.40083,3.76569,0,1,0,0.01264,1.16557,0.04710,0.0,0.27112,0.95237,-0.30493,-0.02604,0.02509,0.18983,0.28053,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,2,5,1,0.01236,0.36974,2.60694,0,1,0,0.01989,1.16653,0.05074,0.0,0.24754,0.92192,-0.38738,-0.01839,0.02060,0.17648,0.25697,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,2,6,1,0.01202,0.31468,2.90981,0,1,0,0.01347,1.16557,0.04751,0.0,0.19654,0.91786,0.39690,0.02710,-0.02659,0.12599,0.20416,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,2,7,1,0.01378,0.36867,2.99912,0,1,0,0.01159,1.16557,0.04657,0.0,0.24467,0.92128,0.38890,-0.02356,0.01401,0.16960,0.25414,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,2,8,1,0.01208,0.42783,3.16378,0,1,0,0.01838,1.16576,0.04996,0.0,0.30291,0.95793,-0.28699,-0.01150,0.05302,0.23568,0.31421,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,2,9,1,0.01035,0.40089,3.87314,0,1,0,0.00743,1.16557,0.04450,0.0,0.27393,0.99717,0.07514,0.03728,0.03649,0.20691,0.28448,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,2,10,1,0.00727,0.35193,2.36433,0,1,0,0.00290,1.16557,0.04224,0.0,0.22967,0.98698,-0.16087,0.02844,0.03332,0.15574,0.23849,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,2,11,1,0.00180,0.30914,2.34361,0,1,0,0.01366,1.16557,0.04761,0.0,0.18901,0.99980,0.01984,0.00686,0.01404,0.11670,0.19603,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,2,12,1,0.00801,0.35050,2.11763,0,1,0,0.00565,1.16557,0.04361,0.0,0.22585,0.96892,0.24739,0.00499,0.01963,0.15515,0.23507,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,2,13,1,0.01901,0.38773,3.25345,0,1,0,0.00403,1.16557,0.04281,0.0,0.26124,0.94501,-0.32705,-0.00124,-0.07461,0.18629,0.27101,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,2,14,1,0.00772,0.41225,3.56715,0,1,0,0.01411,1.16557,0.04783,0.0,0.28577,0.98782,-0.15563,0.03768,0.04402,0.22020,0.29667,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,2,15,1,0.00691,0.40214,3.40604,0,1,0,0.01659,1.16557,0.04907,0.0,0.27907,0.99532,0.09662,-0.02013,-0.06246,0.21533,0.28946,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,2,16,1,0.02271,0.36372,2.51031,0,1,0,0.02119,1.16718,0.05141,0.0,0.24298,0.98429,0.17658,0.00650,-0.03193,0.17688,0.25204,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,2,17,1,0.01716,0.30579,2.36189,0,1,0,0.00802,1.16557,0.04479,0.0,0.18797,0.95029,0.31137,-0.01131,0.02637,0.11225,0.19517,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,2,18,1,0.00926,0.30707,1.90289,0,1,0,0.03020,1.17138,0.05610,0.0,0.18865,0.99744,0.07154,0.02147,0.00004,0.12889,0.19524,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,2,19,1,0.00870,0.41043,1.75941,0,1,0,0.00944,1.16557,0.04550,0.0,0.28739,0.99897,-0.04527,0.01758,-0.00496,0.21882,0.29866,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,2,20,1,0.01112,0.32383,1.85067,0,1,0,0.01352,1.16557,0.04753,0.0,0.20292,0.95841,0.28538,0.02340,0.00935,0.13242,0.21100,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,2,21,1,0.02108,0.41231,2.48592,0,1,0,0.01087,1.16557,0.04621,0.0,0.29060,0.94847,0.31686,0.01370,-0.04712,0.22042,0.30168,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,2,22,1,0.01027,0.31682,1.95447,0,1,0,0.02674,1.16983,0.05424,0.0,0.19967,0.97523,0.22121,0.02321,0.05071,0.13476,0.20692,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,2,23,1,0.00690,0.39140,2.84275,0,1,0,0.01108,1.16557,0.04632,0.0,0.27005,0.99387,0.11056,0.02850,0.01628,0.20092,0.28051,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,3,0,1,0.01081,0.37073,2.24262,0,1,0,0.01247,1.16557,0.04701,0.0,0.25241,0.97604,-0.21761,0.00462,-0.03885,0.18284,0.26187,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,3,1,1,0.00869,0.37538,2.54214,0,1,0,0.01734,1.16557,0.04944,0.0,0.25525,0.99998,-0.00548,-0.02576,-0.04401,0.18784,0.26522,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,3,2,1,0.01040,0.40854,2.12747,0,1,0,0.02214,1.16764,0.05189,0.0,0.28785,0.96591,-0.25886,0.00798,-0.01289,0.22575,0.29820,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,3,3,1,0.00848,0.32027,2.02044,0,1,0,0.01628,1.16557,0.04891,0.0,0.20290,0.99680,-0.07996,0.00539,-0.06084,0.12932,0.21086,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,3,4,1,0.02035,0.36059,2.45867,0,1,0,0.00785,1.16557,0.04471,0.0,0.23602,0.95264,-0.30409,0.01141,-0.03383,0.15542,0.24526,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,3,5,1,0.01045,0.35600,1.95820,0,1,0,0.00619,1.16557,0.04388,0.0,0.23426,0.94870,-0.31618,-0.02457,-0.05845,0.16080,0.24340,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,3,6,1,0.00348,0.31978,1.69475,0,1,0,0.02773,1.17028,0.05474,0.0,0.20363,0.99423,-0.10731,0.01810,0.04179,0.14267,0.21051,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,3,7,1,0.01924,0.30529,1.96542,0,1,0,0.02310,1.16812,0.05238,0.0,0.18519,0.98267,-0.18534,0.04026,-0.02696,0.11889,0.19198,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,3,8,1,0.01821,0.39430,3.83075,0,1,0,0.01946,1.16631,0.05052,0.0,0.26840,0.99688,0.07899,-0.00363,-0.03601,0.19451,0.27823,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,3,9,1,0.01940,0.40565,2.86332,0,1,0,0.00837,1.16557,0.04497,0.0,0.28219,0.88542,0.46480,-0.02431,-0.06618,0.20498,0.29351,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,3,10,1,0.01250,0.40389,3.35484,0,1,0,0.02552,1.16927,0.05362,0.0,0.27806,0.98829,0.15256,0.04763,0.00425,0.21866,0.28871,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,3,11,1,0.01251,0.32347,2.39662,0,1,0,0.00905,1.16557,0.04531,0.0,0.20109,0.99571,0.09257,0.02217,0.07932,0.12993,0.20887,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,3,12,1,0.00902,0.42747,4.19710,0,1,0,0.01840,1.16577,0.04997,0.0,0.29603,0.99966,-0.02615,0.00900,-0.02298,0.23526,0.30770,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,3,13,1,0.01452,0.39643,3.60643,0,1,0,0.01230,1.16557,0.04693,0.0,0.27120,0.90876,0.41731,-0.01054,-0.02702,0.20140,0.28171,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,3,14,1,0.01359,0.33324,2.74975,0,1,0,0.01521,1.16557,0.04837,0.0,0.21104,0.94193,0.33581,0.02348,-0.02269,0.14081,0.21927,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,3,15,1,0.00965,0.39387,3.85617,0,1,0,0.02049,1.16683,0.05104,0.0,0.26481,0.99280,-0.11975,-0.00789,-0.06045,0.20011,0.27527,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,3,16,1,0.00621,0.34215,2.96900,0,1,0,0.00208,1.16557,0.04183,0.0,0.22128,0.99527,-0.09712,-0.02642,-0.06683,0.14251,0.22928,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,3,17,1,0.02187,0.37268,3.12041,0,1,0,0.01231,1.16557,0.04693,0.0,0.25016,0.92847,0.37141,0.01201,-0.04695,0.16478,0.25932,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,3,18,1,0.00611,0.37371,2.25837,0,1,0,0.01546,1.16557,0.04850,0.0,0.25084,0.97036,-0.24167,0.00780,0.02811,0.18519,0.25983,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,3,19,1,0.01254,0.33439,2.66523,0,1,0,0.03547,1.17358,0.06165,0.0,0.21446,0.98286,-0.18436,-0.01052,-0.03360,0.15452,0.22170,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,3,20,1,0.02752,0.39140,2.60916,0,1,0,0.00161,1.16557,0.04160,0.0,0.26895,0.93697,0.34941,0.02601,-0.04424,0.19456,0.27944,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,3,21,1,0.01012,0.36920,3.05975,0,1,0,0.01576,1.16557,0.04865,0.0,0.24382,0.99962,-0.02757,0.01974,0.03339,0.17737,0.25352,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,3,22,1,0.00445,0.31022,2.06322,0,1,0,0.00161,1.16557,0.04160,0.0,0.19246,0.98469,-0.17432,-0.02237,0.00164,0.11553,0.19895,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,3,23,1,0.01600,0.31749,1.93034,0,1,0,0.00902,1.16557,0.04529,0.0,0.19820,0.95921,0.28270,0.00605,0.07574,0.12317,0.20578,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,4,0,1,0.00603,0.36627,1.94821,0,1,0,0.02510,1.16907,0.05340,0.0,0.24315,0.97495,-0.22243,-0.00514,-0.07222,0.16769,0.25249,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,4,1,1,0.01031,0.38385,2.70482,0,1,0,0.02323,1.16818,0.05245,0.0,0.26149,0.93202,-0.36241,0.04265,0.02696,0.19759,0.27151,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,4,2,1,0.01315,0.35443,2.24050,0,1,0,0.00897,1.16557,0.04527,0.0,0.23360,0.98860,0.15060,0.01586,0.06162,0.16395,0.24264,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,4,3,1,0.01358,0.35395,3.03652,0,1,0,0.01920,1.16618,0.05039,0.0,0.23099,0.99922,-0.03956,0.03135,0.00275,0.16428,0.23986,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,4,4,1,0.01316,0.38313,2.57586,0,1,0,0.01066,1.16557,0.04611,0.0,0.25798,0.99791,-0.06468,0.03232,0.00389,0.18904,0.26827,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,4,5,1,0.00127,0.31613,2.25824,0,1,0,0.01727,1.16557,0.04940,0.0,0.20053,0.99259,-0.12155,-0.00832,-0.05747,0.11490,0.20662,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,4,6,1,0.01288,0.35825,2.00050,0,1,0,0.00480,1.16557,0.04319,0.0,0.24113,0.93100,-0.36503,-0.02762,0.05772,0.16449,0.25037,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,4,7,1,0.01413,0.35457,2.13922,0,1,0,0.00986,1.16557,0.04571,0.0,0.23354,0.97099,-0.23911,-0.00898,0.06803,0.16494,0.24291,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,4,8,1,0.01579,0.38665,3.78391,0,1,0,0.02793,1.17038,0.05484,0.0,0.25921,0.99214,-0.12513,-0.01313,0.04897,0.19550,0.26949,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,4,9,1,0.00892,0.42075,3.98348,0,1,0,0.00858,1.16557,0.04507,0.0,0.29087,0.99931,-0.03706,0.01889,0.05951,0.22295,0.30233,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,4,10,1,0.01299,0.36655,2.91330,0,1,0,0.01403,1.16557,0.04779,0.0,0.24166,0.92933,-0.36926,0.01568,-0.00336,0.16601,0.25096,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,4,11,1,0.01488,0.34623,2.64966,0,1,0,0.00972,1.16557,0.04564,0.0,0.22277,0.94762,-0.31941,0.01249,0.03979,0.15064,0.23158,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,4,12,1,0.01589,0.38128,3.08903,0,1,0,0.00160,1.16557,0.04159,0.0,0.25911,0.92496,-0.38007,0.01745,0.00068,0.18293,0.26895,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,4,13,1,0.00822,0.32455,2.58466,0,1,0,0.00568,1.16557,0.04363,0.0,0.20195,0.98577,-0.16809,-0.01005,0.03907,0.12382,0.20823,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,4,14,1,0.00808,0.39976,3.65550,0,1,0,0.00613,1.16557,0.04385,0.0,0.27197,0.99349,0.11392,0.03218,0.02074,0.19778,0.28274,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,4,15,1,0.01086,0.38176,3.35986,0,1,0,0.01089,1.16557,0.04622,0.0,0.25923,0.97094,0.23931,0.03705,-0.04907,0.19120,0.26930,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,4,16,1,0.01107,0.41810,2.54509,0,1,0,0.00879,1.16557,0.04518,0.0,0.29704,0.92810,-0.37232,-0.02078,-0.01739,0.22009,0.30803,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,4,17,1,0.00775,0.35368,2.48805,0,1,0,0.00545,1.16557,0.04351,0.0,0.23060,0.96697,-0.25487,0.00537,0.05303,0.15988,0.23960,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,4,18,1,0.01020,0.42079,2.40494,0,1,0,0.00638,1.16557,0.04397,0.0,0.29842,0.99818,-0.06026,0.01077,-0.01966,0.22693,0.31022,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,4,19,1,0.01535,0.41844,2.36104,0,1,0,0.00973,1.16557,0.04565,0.0,0.29433,0.92964,-0.36846,-0.01301,0.05311,0.21733,0.30594,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,4,20,1,0.00859,0.40554,2.78077,0,1,0,0.01532,1.16557,0.04843,0.0,0.28219,0.99912,0.04198,0.02987,-0.00024,0.21933,0.29314,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,4,21,1,0.00943,0.38504,2.65351,0,1,0,0.01677,1.16557,0.04916,0.0,0.26321,0.99182,0.12768,0.00473,-0.05727,0.19793,0.27328,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,4,22,1,0.02040,0.37166,2.54350,0,1,0,0.00277,1.16557,0.04217,0.0,0.24711,0.90294,0.42977,-0.03094,0.06383,0.17003,0.25637,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,4,23,1,0.01195,0.42490,3.85443,0,1,0,0.00511,1.16557,0.04334,0.0,0.29661,0.92416,-0.38201,0.00480,0.04433,0.22294,0.30833,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,5,0,1,0.01738,0.32486,2.00349,0,1,0,0.02047,1.16682,0.05104,0.0,0.20682,0.90699,0.42115,-0.01956,0.02642,0.13770,0.21389,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,5,1,1,0.00546,0.35770,2.60916,0,1,0,0.01762,1.16557,0.04958,0.0,0.23603,0.99917,-0.04076,0.00966,-0.04869,0.16808,0.24515,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,5,2,1,0.01917,0.33773,2.38977,0,1,0,0.00626,1.16557,0.04392,0.0,0.21806,0.92900,-0.37008,0.02448,0.03350,0.14124,0.22667,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,5,3,1,0.01192,0.35057,2.66752,0,1,0,0.01144,1.16557,0.04650,0.0,0.22627,0.93201,-0.36243,0.00903,0.06841,0.15298,0.23529,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,5,4,1,0.00880,0.37347,2.35836,0,1,0,0.01087,1.16557,0.04621,0.0,0.25163,0.97815,0.20790,0.02405,-0.02682,0.17499,0.26134,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,5,5,1,0.00856,0.40399,2.75436,0,1,0,0.03500,1.17340,0.06116,0.0,0.27867,0.99996,0.00840,0.02435,0.01641,0.22376,0.28980,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,5,6,1,0.01834,0.35628,2.53067,0,1,0,0.00485,1.16557,0.04321,0.0,0.23360,0.97597,0.21792,0.03667,-0.01895,0.15888,0.24261,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,5,7,1,0.01034,0.33431,2.64859,0,1,0,0.00486,1.16557,0.04322,0.0,0.21103,0.98697,-0.16090,-0.00977,-0.01202,0.13536,0.21923,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,5,8,1,0.00773,0.38855,2.24461,0,1,0,0.00785,1.16557,0.04471,0.0,0.26598,0.98666,0.16279,-0.02090,-0.00282,0.19645,0.27630,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
cvtb_no_probe,low_friction,5,9,1,0.00859,0.34702,2.00642,0,1,0,0.01501,1.16557,0.04828,0.0,0.22596,0.94511,0.32675,-0.01273,-0.02932,0.14166,0.23340,0.2200,0.00000,0.00800,vision_health+tactile_health+sticky_physical+tactile_fault
