method,split,seed,episode,success,final_error,energy,max_contact_force,contact_violation,probe_contact,used_diagnostic,disagreement,branch_entropy,probe_value,fallback_used,action_move,action_dir_x,action_dir_y,action_anchor_x,action_anchor_y,object_path,pusher_path,true_friction,vision_bias_norm,tactile_noise,action_note
random_push,nominal,1,18,1,0.06553,0.46397,7.42204,0,1,0,0.00758,0.00000,0.03332,0.0,0.28103,0.99864,0.05222,0.04974,-0.05181,0.24593,0.28136,0.5500,0.00000,0.00600,random
random_push,nominal,1,19,0,0.10539,0.33785,5.50316,0,1,0,0.00396,0.00000,0.03163,0.0,0.20115,0.39081,0.92047,-0.01254,-0.01973,0.02747,0.20030,0.5500,0.00000,0.00600,random
random_push,nominal,1,20,0,0.10374,0.30100,6.46176,0,1,0,0.01916,0.00000,0.03853,0.0,0.13856,0.55871,0.82937,0.06448,-0.02089,0.10069,0.13787,0.5500,0.00000,0.00600,random
random_push,nominal,1,21,1,0.04852,0.30853,4.74887,0,1,0,0.01095,0.00000,0.03488,0.0,0.16083,0.99769,0.06789,0.01080,-0.00262,0.11341,0.16017,0.5500,0.00000,0.00600,random
random_push,nominal,1,22,1,0.06635,0.37699,7.41980,0,1,0,0.00518,0.00000,0.03219,0.0,0.17721,0.99837,0.05705,0.03051,-0.00264,0.14364,0.17684,0.5500,0.00000,0.00600,random
random_push,nominal,1,23,1,0.05888,0.37287,5.62104,0,1,0,0.01147,0.00000,0.03512,0.0,0.21557,0.77031,0.63767,0.02428,0.01408,0.12774,0.21417,0.5500,0.00000,0.00600,random
random_push,nominal,2,0,1,0.06310,0.44262,7.05479,0,1,0,0.00431,0.00000,0.03179,0.0,0.28198,0.98606,0.16640,0.00706,-0.01504,0.18637,0.28154,0.5500,0.00000,0.00600,random
random_push,nominal,2,1,1,0.07192,0.41513,3.49126,0,1,0,0.00452,0.00000,0.03189,0.0,0.28942,0.59468,0.80397,0.02376,0.04549,0.04565,0.28946,0.5500,0.00000,0.00600,random
random_push,nominal,2,2,0,0.09705,0.46651,7.58081,0,1,0,0.01244,0.00000,0.03556,0.0,0.29529,0.90852,-0.41783,-0.00907,-0.05187,0.20519,0.29355,0.5500,0.00000,0.00600,random
random_push,nominal,2,3,1,0.04745,0.34178,3.00595,0,1,0,0.00790,0.00000,0.03347,0.0,0.19572,0.48860,-0.87251,0.05679,0.04533,0.10079,0.19470,0.5500,0.00000,0.00600,random
random_push,nominal,2,4,1,0.05023,0.45664,5.74846,0,1,0,0.00843,0.00000,0.03372,0.0,0.28967,0.96934,-0.24573,0.05102,0.02862,0.18966,0.28928,0.5500,0.00000,0.00600,random
random_push,nominal,2,5,0,0.19628,0.28340,2.99663,0,1,0,0.01772,0.00000,0.03791,0.0,0.15918,0.98397,0.17833,-0.05277,-0.02524,0.03053,0.15518,0.5500,0.00000,0.00600,random
random_push,nominal,2,6,0,0.09680,0.38258,7.04369,0,1,0,0.01161,0.00000,0.03518,0.0,0.21940,0.91383,0.40609,0.02668,-0.02705,0.15774,0.21824,0.5500,0.00000,0.00600,random
random_push,nominal,2,7,0,0.10763,0.30452,3.35632,0,1,0,0.00461,0.00000,0.03193,0.0,0.15072,0.71752,0.69654,0.05423,-0.00347,0.09199,0.14854,0.5500,0.00000,0.00600,random
random_push,nominal,2,8,0,0.15163,0.39442,4.38362,0,1,0,0.00926,0.00000,0.03410,0.0,0.26935,0.34995,0.93677,-0.03444,0.05421,0.01388,0.26909,0.5500,0.00000,0.00600,random
random_push,nominal,2,9,1,0.07368,0.44203,5.11013,0,1,0,0.01497,0.00000,0.03670,0.0,0.29817,0.88146,0.47225,-0.02584,-0.01982,0.09206,0.29854,0.5500,0.00000,0.00600,random
random_push,nominal,2,10,0,0.08319,0.36859,6.93512,0,1,0,0.02647,0.00000,0.04156,0.0,0.20250,0.99926,-0.03837,0.00136,-0.08796,0.11853,0.20163,0.5500,0.00000,0.00600,random
random_push,nominal,2,11,0,0.07949,0.27612,4.15327,0,1,0,0.00277,0.00000,0.03108,0.0,0.12722,0.99795,0.06407,0.01293,0.04334,0.04924,0.12679,0.5500,0.00000,0.00600,random
random_push,nominal,2,12,1,0.06498,0.37292,4.34564,0,1,0,0.00838,0.00000,0.03369,0.0,0.21960,0.86520,0.50142,-0.01190,0.01290,0.12522,0.21892,0.5500,0.00000,0.00600,random
random_push,nominal,2,13,0,0.10604,0.44714,6.65866,0,1,0,0.01100,0.00000,0.03491,0.0,0.29601,0.85846,-0.51287,0.00156,-0.03966,0.16789,0.29572,0.5500,0.00000,0.00600,random
random_push,nominal,2,14,0,0.08645,0.28190,3.37645,0,1,0,0.00326,0.00000,0.03131,0.0,0.14243,0.97810,0.20812,-0.02343,-0.02873,0.05611,0.14049,0.5500,0.00000,0.00600,random
random_push,nominal,2,15,0,0.15459,0.44563,6.26207,0,1,0,0.00556,0.00000,0.03237,0.0,0.27522,0.74481,0.66728,0.03871,-0.09098,0.19769,0.27333,0.5500,0.00000,0.00600,random
random_push,nominal,2,16,0,0.11747,0.34010,3.73665,0,1,0,0.00641,0.00000,0.03278,0.0,0.18778,0.86083,-0.50890,0.03565,0.11326,0.11000,0.18642,0.5500,0.00000,0.00600,random
random_push,nominal,2,17,1,0.05680,0.44831,4.48185,0,1,0,0.01311,0.00000,0.03586,0.0,0.29874,0.86068,-0.50914,0.00822,0.04041,0.11460,0.29902,0.5500,0.00000,0.00600,random
random_push,nominal,2,18,0,0.12961,0.39586,6.65182,0,1,0,0.01607,0.00000,0.03719,0.0,0.25082,0.99946,0.03286,0.00450,-0.11136,0.08936,0.25071,0.5500,0.00000,0.00600,random
random_push,nominal,2,19,1,0.05782,0.42815,6.70187,0,1,0,0.00490,0.00000,0.03206,0.0,0.27032,0.84436,-0.53578,0.04270,-0.03494,0.17081,0.26897,0.5500,0.00000,0.00600,random
random_push,nominal,2,20,0,0.10052,0.42611,6.02045,0,1,0,0.00723,0.00000,0.03316,0.0,0.26609,0.97705,-0.21303,0.03502,-0.07004,0.18741,0.26336,0.5500,0.00000,0.00600,random
random_push,nominal,2,21,0,0.17840,0.42151,4.99205,0,1,0,0.01969,0.00000,0.03876,0.0,0.29562,0.55366,-0.83274,-0.00013,-0.01872,0.01948,0.29533,0.5500,0.00000,0.00600,random
random_push,nominal,2,22,1,0.06653,0.31251,4.69329,0,1,0,0.01064,0.00000,0.03474,0.0,0.16338,0.99051,-0.13745,-0.02394,-0.02349,0.07276,0.16267,0.5500,0.00000,0.00600,random
random_push,nominal,2,23,0,0.08706,0.37132,4.22129,0,1,0,0.00834,0.00000,0.03368,0.0,0.23338,0.92066,0.39037,-0.05126,-0.06067,0.10843,0.23297,0.5500,0.00000,0.00600,random
random_push,nominal,3,0,1,0.04170,0.38171,7.33696,0,1,0,0.00019,0.00000,0.02986,0.0,0.22095,1.00000,-0.00154,-0.01026,0.01867,0.13605,0.21946,0.5500,0.00000,0.00600,random
random_push,nominal,3,1,0,0.09593,0.36462,6.71850,0,1,0,0.00543,0.00000,0.03231,0.0,0.19996,0.99088,0.13472,-0.01333,-0.04836,0.11935,0.19925,0.5500,0.00000,0.00600,random
random_push,nominal,3,2,1,0.05952,0.32088,3.58314,0,1,0,0.01000,0.00000,0.03444,0.0,0.16757,0.98038,0.19714,0.05222,0.10223,0.12656,0.16637,0.5500,0.00000,0.00600,random
random_push,nominal,3,3,0,0.13488,0.34990,6.61432,0,1,0,0.01315,0.00000,0.03588,0.0,0.19800,0.99018,0.13980,-0.03438,-0.04413,0.09436,0.19767,0.5500,0.00000,0.00600,random
random_push,nominal,3,4,0,0.16213,0.29032,8.91742,0,1,0,0.01215,0.00000,0.03543,0.0,0.12263,0.87883,0.47713,0.02976,-0.03868,0.06254,0.11945,0.5500,0.00000,0.00600,random
random_push,nominal,3,5,0,0.11599,0.39417,4.46202,0,1,0,0.00866,0.00000,0.03383,0.0,0.26418,0.74506,0.66699,-0.02426,0.00275,0.03690,0.26420,0.5500,0.00000,0.00600,random
random_push,nominal,3,6,0,0.08471,0.42731,6.47930,0,1,0,0.00154,0.00000,0.03050,0.0,0.26985,0.88642,-0.46288,-0.01575,0.02319,0.13302,0.26908,0.5500,0.00000,0.00600,random
random_push,nominal,3,7,0,0.09760,0.37484,5.97178,0,1,0,0.00640,0.00000,0.03277,0.0,0.22678,0.77084,0.63702,0.00324,-0.06414,0.12248,0.22508,0.5500,0.00000,0.00600,random
random_push,nominal,3,8,1,0.06538,0.42714,6.57238,0,1,0,0.02151,0.00000,0.03954,0.0,0.25947,0.91297,0.40803,0.00296,0.03726,0.18987,0.25907,0.5500,0.00000,0.00600,random
random_push,nominal,3,9,0,0.11747,0.26617,4.47299,0,1,0,0.00587,0.00000,0.03252,0.0,0.12785,0.99451,0.10461,0.02030,-0.04028,0.03959,0.12808,0.5500,0.00000,0.00600,random
random_push,nominal,3,10,0,0.11006,0.26161,4.16305,0,1,0,0.00752,0.00000,0.03329,0.0,0.12414,0.87895,-0.47691,-0.00821,-0.05479,0.02223,0.11874,0.5500,0.00000,0.00600,random
random_push,nominal,3,11,0,0.16781,0.31120,3.89001,0,1,0,0.00782,0.00000,0.03344,0.0,0.19585,0.47751,0.87862,-0.04885,-0.01043,0.00000,0.19557,0.5500,0.00000,0.00600,random
random_push,nominal,3,12,0,0.16851,0.37296,4.44463,0,1,0,0.01282,0.00000,0.03573,0.0,0.24447,0.61370,0.78954,-0.03454,0.06111,0.03912,0.24377,0.5500,0.00000,0.00600,random
random_push,nominal,3,13,0,0.14977,0.41401,3.91286,0,1,0,0.00141,0.00000,0.03044,0.0,0.27737,0.96045,-0.27845,-0.02836,-0.03893,0.04578,0.27752,0.5500,0.00000,0.00600,random
random_push,nominal,3,14,1,0.07016,0.35834,6.67650,0,1,0,0.01574,0.00000,0.03704,0.0,0.20410,0.93727,-0.34860,0.00940,0.01079,0.11768,0.20255,0.5500,0.00000,0.00600,random
random_push,nominal,3,15,0,0.08766,0.43134,5.71863,0,1,0,0.01576,0.00000,0.03705,0.0,0.26918,0.33307,-0.94290,0.02066,0.01929,0.13620,0.26939,0.5500,0.00000,0.00600,random
random_push,nominal,3,16,0,0.08232,0.37533,5.90761,0,1,0,0.01056,0.00000,0.03470,0.0,0.21392,0.92064,-0.39040,0.02222,0.09776,0.12615,0.21117,0.5500,0.00000,0.00600,random
random_push,nominal,3,17,1,0.03867,0.31523,3.95011,0,1,0,0.00319,0.00000,0.03127,0.0,0.17544,0.86685,-0.49857,0.01353,0.01145,0.09329,0.17395,0.5500,0.00000,0.00600,random
random_push,nominal,3,18,0,0.11756,0.44249,6.13537,0,1,0,0.01337,0.00000,0.03598,0.0,0.27685,0.25806,-0.96613,0.00945,0.10647,0.11573,0.27650,0.5500,0.00000,0.00600,random
random_push,nominal,3,19,0,0.09721,0.35041,6.66167,0,1,0,0.00725,0.00000,0.03317,0.0,0.20418,0.45825,-0.88882,0.01048,0.02864,0.07420,0.20350,0.5500,0.00000,0.00600,random
random_push,nominal,3,20,0,0.12124,0.37542,5.55564,0,1,0,0.00716,0.00000,0.03313,0.0,0.22449,0.99191,0.12695,-0.02857,-0.01399,0.10864,0.22226,0.5500,0.00000,0.00600,random
random_push,nominal,3,21,1,0.02859,0.36405,5.10135,0,1,0,0.01179,0.00000,0.03526,0.0,0.21658,0.96595,0.25872,0.00311,0.02043,0.11589,0.21355,0.5500,0.00000,0.00600,random
random_push,nominal,3,22,0,0.14402,0.37262,4.87471,0,1,0,0.01542,0.00000,0.03690,0.0,0.23930,0.57772,-0.81623,-0.01701,0.04859,0.05009,0.23814,0.5500,0.00000,0.00600,random
random_push,nominal,3,23,0,0.09068,0.36183,3.08646,0,1,0,0.00452,0.00000,0.03189,0.0,0.22547,0.46673,-0.88440,0.00629,-0.02792,0.09310,0.22453,0.5500,0.00000,0.00600,random
random_push,nominal,4,0,0,0.11311,0.28210,4.73493,0,1,0,0.01374,0.00000,0.03615,0.0,0.14239,0.98069,-0.19557,0.02318,-0.05223,0.06319,0.14178,0.5500,0.00000,0.00600,random
random_push,nominal,4,1,1,0.06728,0.37807,6.12128,0,1,0,0.02254,0.00000,0.03996,0.0,0.21767,0.86306,-0.50511,0.00425,0.04625,0.14537,0.21656,0.5500,0.00000,0.00600,random
random_push,nominal,4,2,0,0.08845,0.39278,6.69672,0,1,0,0.01106,0.00000,0.03493,0.0,0.22180,0.95410,0.29947,0.07195,-0.08464,0.18313,0.21964,0.5500,0.00000,0.00600,random
random_push,nominal,4,3,0,0.12096,0.41543,3.96020,0,1,0,0.00506,0.00000,0.03214,0.0,0.27974,0.78911,0.61425,-0.03070,0.00018,0.05920,0.27981,0.5500,0.00000,0.00600,random
random_push,nominal,4,4,1,0.04531,0.41464,3.75389,0,1,0,0.00419,0.00000,0.03174,0.0,0.26249,0.99957,0.02934,-0.00764,0.01979,0.08210,0.26227,0.5500,0.00000,0.00600,random
random_push,nominal,4,5,0,0.09388,0.38868,5.51746,0,1,0,0.00465,0.00000,0.03195,0.0,0.25465,0.32519,-0.94565,-0.01272,0.06915,0.03061,0.25477,0.5500,0.00000,0.00600,random
random_push,nominal,4,6,1,0.07495,0.44891,5.38538,0,1,0,0.01080,0.00000,0.03481,0.0,0.29663,0.87455,0.48494,0.00614,0.06258,0.22253,0.29469,0.5500,0.00000,0.00600,random
random_push,nominal,4,7,1,0.03246,0.44698,6.34245,0,1,0,0.02151,0.00000,0.03954,0.0,0.28543,0.99958,-0.02900,0.00472,-0.02054,0.17827,0.28368,0.5500,0.00000,0.00600,random
random_push,nominal,4,8,1,0.07102,0.41418,6.18154,0,1,0,0.00218,0.00000,0.03080,0.0,0.24260,0.81557,-0.57865,0.00431,0.07173,0.16317,0.24095,0.5500,0.00000,0.00600,random
random_push,nominal,4,9,0,0.08884,0.41357,7.00091,0,1,0,0.01083,0.00000,0.03483,0.0,0.25587,0.98745,0.15793,-0.07802,0.05323,0.13209,0.25366,0.5500,0.00000,0.00600,random
random_push,nominal,4,10,1,0.06517,0.41051,4.01301,0,1,0,0.02768,0.00000,0.04204,0.0,0.25501,0.87205,-0.48942,-0.02794,0.00888,0.16436,0.25373,0.5500,0.00000,0.00600,random
random_push,nominal,4,11,1,0.02624,0.32794,7.25920,0,1,0,0.00253,0.00000,0.03097,0.0,0.16531,0.99956,0.02977,0.01278,-0.02909,0.10722,0.16467,0.5500,0.00000,0.00600,random
random_push,nominal,4,12,0,0.07579,0.42843,5.88380,0,1,0,0.00882,0.00000,0.03390,0.0,0.27293,0.99228,-0.12399,-0.01095,0.05980,0.21489,0.27127,0.5500,0.00000,0.00600,random
random_push,nominal,4,13,0,0.10771,0.26596,4.92668,0,1,0,0.00488,0.00000,0.03205,0.0,0.12173,0.85199,-0.52355,-0.03068,0.00426,0.02760,0.11901,0.5500,0.00000,0.00600,random
random_push,nominal,4,14,1,0.04262,0.36309,5.63616,0,1,0,0.00640,0.00000,0.03277,0.0,0.21535,0.98608,-0.16625,-0.00657,0.03744,0.09292,0.21552,0.5500,0.00000,0.00600,random
random_push,nominal,4,15,1,0.06005,0.35000,4.89295,0,1,0,0.00895,0.00000,0.03396,0.0,0.20342,0.98043,0.19685,-0.02412,-0.03864,0.11466,0.20107,0.5500,0.00000,0.00600,random
random_push,nominal,4,16,0,0.19415,0.36406,5.89099,0,1,0,0.01033,0.00000,0.03460,0.0,0.22726,0.53405,0.84545,0.02202,0.09693,0.03300,0.22728,0.5500,0.00000,0.00600,random
random_push,nominal,4,17,0,0.16350,0.25803,6.29293,0,1,0,0.00763,0.00000,0.03335,0.0,0.12807,0.63237,0.77467,-0.02923,-0.01289,0.02512,0.12757,0.5500,0.00000,0.00600,random
random_push,nominal,4,18,0,0.11888,0.26500,4.14193,0,1,0,0.01509,0.00000,0.03675,0.0,0.13871,0.99525,0.09738,-0.06423,-0.00239,0.01766,0.13913,0.5500,0.00000,0.00600,random
random_push,nominal,4,19,0,0.13650,0.33899,5.45914,0,1,0,0.01074,0.00000,0.03478,0.0,0.20445,0.75703,0.65337,-0.05140,-0.03695,0.05134,0.20435,0.5500,0.00000,0.00600,random
random_push,nominal,4,20,0,0.08136,0.36388,6.54165,0,1,0,0.01277,0.00000,0.03571,0.0,0.21947,0.89811,-0.43977,-0.03849,0.04629,0.09180,0.21935,0.5500,0.00000,0.00600,random
random_push,nominal,4,21,1,0.01692,0.44781,5.98577,0,1,0,0.01004,0.00000,0.03446,0.0,0.29547,0.95410,-0.29948,0.03594,-0.10320,0.11422,0.29561,0.5500,0.00000,0.00600,random
random_push,nominal,4,22,1,0.01459,0.44994,4.86022,0,1,0,0.01194,0.00000,0.03533,0.0,0.28516,0.99725,0.07414,0.01344,-0.03973,0.17650,0.28384,0.5500,0.00000,0.00600,random
random_push,nominal,4,23,0,0.13343,0.41565,5.25955,0,1,0,0.02759,0.00000,0.04201,0.0,0.27333,0.97458,-0.22406,-0.04756,-0.07726,0.10004,0.27384,0.5500,0.00000,0.00600,random
random_push,nominal,5,0,0,0.17306,0.35494,4.09415,0,1,0,0.00968,0.00000,0.03430,0.0,0.21461,0.79451,-0.60725,-0.02890,-0.05739,0.03424,0.21363,0.5500,0.00000,0.00600,random
random_push,nominal,5,1,1,0.03583,0.41051,7.66497,0,1,0,0.00960,0.00000,0.03426,0.0,0.24773,0.92073,0.39019,0.01159,0.10001,0.12243,0.24579,0.5500,0.00000,0.00600,random
random_push,nominal,5,2,0,0.12053,0.41666,4.45354,0,1,0,0.00429,0.00000,0.03179,0.0,0.28853,0.70991,0.70429,-0.00371,-0.04612,0.05411,0.28854,0.5500,0.00000,0.00600,random
random_push,nominal,5,3,0,0.22564,0.25342,6.02627,0,1,0,0.01638,0.00000,0.03732,0.0,0.13695,0.66911,-0.74317,-0.06633,0.00974,0.00000,0.13675,0.5500,0.00000,0.00600,random
random_push,nominal,5,4,1,0.05224,0.45092,10.69915,0,1,0,0.02300,0.00000,0.04016,0.0,0.27987,0.99325,0.11602,0.00227,0.06639,0.21665,0.27953,0.5500,0.00000,0.00600,random
random_push,nominal,5,5,0,0.07547,0.33566,5.54247,0,1,0,0.01269,0.00000,0.03567,0.0,0.18353,0.98159,0.19098,0.05670,-0.05155,0.13914,0.18222,0.5500,0.00000,0.00600,random
random_push,nominal,5,6,1,0.07009,0.40179,8.02927,0,1,0,0.01502,0.00000,0.03672,0.0,0.23238,0.97907,-0.20354,-0.03316,-0.03150,0.14932,0.23238,0.5500,0.00000,0.00600,random
